客流数据(单位：万人次),,,,,,,,
日期,1号线,2号线,3号线,4号线,5号线,4号线支线,11号线,总量
2020-06-01,27.63,26.86,11.81,23.85,0,3.15,0,93.3
2020-06-02,26.53,25.75,11.41,22.78,0,3.01,0,89.48
2020-06-03,25.77,24.88,10.97,22.05,0,2.95,0,86.62
2020-06-04,27.13,25.89,11.42,23.14,0,2.99,0,90.57
2020-06-05,25.51,25.56,10.98,21.95,0,3.05,0,87.05
2020-06-06,25.7,22.91,10.55,22.07,0,2.39,0,83.62
2020-06-07,23.19,21.87,9.74,21.03,0,2.44,0,78.27
2020-06-08,27.66,27.34,11.7,24.24,0,3.16,0,94.1
2020-06-09,26.89,26.16,11.47,23.3,0,3.01,0,90.83
2020-06-10,26.58,25.7,11.33,22.85,0,2.93,0,89.39
2020-06-11,26.73,25.83,11.38,22.96,0,2.96,0,89.86
2020-06-12,28.44,27.92,12.07,24.42,0,3.38,0,96.23
2020-06-13,24.33,22.16,10.07,21.49,0,2.35,0,80.4
2020-06-14,20.93,20.3,9.02,19.59,0,2.28,0,72.12
2020-06-15,24.34,24.96,10.72,21.48,0,2.9,0,84.4
2020-06-16,24.98,24.89,10.89,21.76,0,2.92,0,85.44
2020-06-17,27.23,26.39,11.65,23.47,0,3.11,0,91.85
2020-06-18,26.36,25.4,11.38,22.37,0,2.98,0,88.49
2020-06-19,29.49,28.25,12.42,24.87,0,3.24,0,98.27
2020-06-20,23.49,21.4,9.75,20.36,0,2.44,0,77.44
2020-06-21,18.6,18.02,7.9,16.76,0,2.05,0,63.33
2020-06-22,26.9,26.38,11.61,23,0,3.01,0,90.9
2020-06-23,25.98,25.48,11.16,22.41,0,2.92,0,87.95
2020-06-24,29.99,30.54,12.57,26.43,0,3.52,0,103.05
2020-06-25,28.21,24.85,11.43,24.53,0,2.37,0,91.39
2020-06-26,26.81,22.89,10.5,22.64,0,2.17,0,85.01
2020-06-27,20.55,20.92,8.57,18.57,0,1.99,0,70.6
2020-06-28,25.59,25.62,11.09,22.29,0,2.75,0,87.34
2020-06-29,27.16,26.54,11.78,22.84,0,2.83,0,91.15
2020-06-30,29.28,28.15,12.71,25,0,2.96,0,98.1
2020-07-01,28.66,27.54,12.62,24.63,0,2.91,0,96.36
2020-07-02,27.81,26.99,12.08,23.71,0,2.88,0,93.47
2020-07-03,30.02,29.35,12.83,25.37,0,3.11,0,100.68
2020-07-04,25.41,23.75,10.74,22.48,0,2.47,0,84.85
2020-07-05,18.6,18.62,8.13,17.56,0,1.92,0,64.83
2020-07-06,25.42,25.89,11.4,22.02,0,2.7,0,87.43
2020-07-07,28.34,27.66,12.46,24.58,0,2.91,0,95.95
2020-07-08,28.24,27.31,12.46,24.21,0,2.96,0,95.18
2020-07-09,28.1,27.16,12.28,24.12,0,2.83,0,94.49
2020-07-10,31.02,29.64,13.1,25.87,0,2.95,0,102.58
2020-07-11,24.96,23.1,10.49,21.68,0,2.22,0,82.45
2020-07-12,26.34,24.21,11.37,23.39,0,2.24,0,87.55
2020-07-13,29.02,28.05,12.56,24.43,0,2.84,0,96.9
2020-07-14,30.24,28.38,12.93,25.35,0,2.9,0,99.8
2020-07-15,26.03,25.17,11.51,21.59,0,2.5,0,86.8
2020-07-16,30.33,28.52,12.97,25.34,0,2.87,0,100.03
2020-07-17,31.4,29.79,13.37,26.3,0,2.92,0,103.78
2020-07-18,29.78,25.9,12.18,25.25,0,2.43,0,95.54
2020-07-19,26.77,24.38,11.35,23.89,0,2.21,0,88.6
2020-07-20,30.09,28.25,12.87,24.92,0,2.88,0,99.01
2020-07-21,33.23,29.87,13.99,27.56,0,3,0,107.65
2020-07-22,32.56,29.21,13.75,26.66,0,2.96,0,105.14
2020-07-23,32.35,28.8,13.59,26.31,0,2.97,0,104.02
2020-07-24,33.79,30.24,13.96,27.2,0,3.09,0,108.28
2020-07-25,30.9,25.9,12.32,25.31,0,2.45,0,96.88
2020-07-26,28.02,24.69,11.71,24.33,0,2.39,0,91.14
2020-07-27,31.83,29.17,13.57,26.32,0,3,0,103.89
2020-07-28,31.78,28.79,13.65,26.4,0,3.01,0,103.63
2020-07-29,31.28,28.27,13.53,25.8,0,2.96,0,101.84
2020-07-30,31.61,28.68,13.56,26.13,0,2.95,0,102.93
2020-07-31,34.15,31.13,14.23,27.71,0,3.05,0,110.27
2020-08-01,31.56,27.38,13.05,26.03,0,2.97,0,100.99
2020-08-02,27.8,25.88,12.05,24.24,0,2.35,0,92.32
2020-08-03,31.69,29.81,13.69,26.34,0,3,0,104.53
2020-08-04,31.22,28.59,13.43,25.71,0,2.93,0,101.88
2020-08-05,31.53,28.89,13.71,26.29,0,2.97,0,103.39
2020-08-06,31.94,28.87,13.66,26.45,0,2.98,0,103.9
2020-08-07,33.22,30.51,14.13,27.12,0,3.02,0,108
2020-08-08,29.43,25.86,12.27,24.78,0,2.38,0,94.72
2020-08-09,26.63,24.68,11.63,23.4,0,2.18,0,88.52
2020-08-10,31.45,29.51,13.69,26.37,0,2.93,0,103.95
2020-08-11,31.57,29.16,13.83,26.46,0,2.93,0,103.95
2020-08-12,32.01,29.18,13.78,26.42,0,2.97,0,104.36
2020-08-13,31.71,28.96,13.61,26.14,0,2.91,0,103.33
2020-08-14,33.69,30.88,14.28,27.34,0,2.97,0,109.16
2020-08-15,29.52,25.27,12.15,24.33,0,2.35,0,93.62
2020-08-16,26.34,24.07,11.37,22.85,0,2.1,0,86.73
2020-08-17,30.75,29.01,13.55,25.65,0,2.87,0,101.83
2020-08-18,31.25,28.79,13.61,25.91,0,2.91,0,102.47
2020-08-19,31.48,28.84,13.72,25.98,0,2.91,0,102.93
2020-08-20,31.5,28.83,13.77,26.04,0,2.93,0,103.07
2020-08-21,33.39,31.07,14.37,27.36,0,3.02,0,109.21
2020-08-22,29.53,25.98,12.59,24.78,0,2.36,0,95.24
2020-08-23,26.81,24.71,11.76,23.42,0,2.18,0,88.88
2020-08-24,31.36,29.62,13.71,26.45,0,2.95,0,104.09
2020-08-25,34.1,30.79,14.81,28.31,0,3,0,111.01
2020-08-26,31.2,29.16,13.67,26.08,0,2.92,0,103.03
2020-08-27,31.62,29.17,13.82,25.99,0,2.85,0,103.45
2020-08-28,31.03,29.5,13.39,25.46,0,2.82,0,102.2
2020-08-29,27.59,25.14,11.85,23.6,0,2.48,0,90.66
2020-08-30,26.05,24.23,11.44,23.13,0,2.34,0,87.19
2020-08-31,28.82,28.66,13.1,24.94,0,2.88,0,98.4
2020-09-01,28.97,28.28,13.11,24.89,0,2.97,0,98.22
2020-09-02,28.76,27.82,12.91,24.59,0,2.99,0,97.07
2020-09-03,29.72,28.75,13.3,25.52,0,3.09,0,100.38
2020-09-04,32.24,31.44,14.1,27.36,0,3.46,0,108.6
2020-09-05,29.12,26.36,12.25,24.94,0,2.92,0,95.59
2020-09-06,26.83,25.2,11.66,23.8,0,2.85,0,90.34
2020-09-07,29.25,28.93,13.26,25.21,0,3.21,0,99.86
2020-09-08,29.13,28.29,13.21,24.97,0,3.14,0,98.74
2020-09-09,29.6,28.51,13.36,25.33,0,3.22,0,100.02
2020-09-10,29.69,28.49,13.18,25.03,0,3.18,0,99.57
2020-09-11,32.42,31.57,14.25,27.44,0,3.74,0,109.42
2020-09-12,31,27.14,12.84,26.19,0,3.21,0,100.38
2020-09-13,27.94,25.76,12.01,24.94,0,3.09,0,93.74
2020-09-14,29.04,29.1,13.21,25.23,0,3.4,0,99.98
2020-09-15,27.48,27.12,12.64,23.52,0,3.12,0,93.88
2020-09-16,30.33,29.05,13.56,25.87,0,3.4,0,102.21
2020-09-17,27.68,26.92,12.61,23.38,0,3.05,0,93.64
2020-09-18,32.25,31.78,14.47,27.41,0,3.74,0,109.65
2020-09-19,31.78,28.06,13.42,27.03,0,3.23,0,103.52
2020-09-20,29.48,26.84,12.61,25.94,0,3.25,0,98.12
2020-09-21,30.07,29.83,13.63,26.15,0,3.44,0,103.12
2020-09-22,29.94,29.02,13.59,25.55,0,3.31,0,101.41
2020-09-23,29.73,28.54,13.46,25.24,0,3.35,0,100.32
2020-09-24,30.81,29.46,13.83,26.3,0,3.44,0,103.84
2020-09-25,33.38,31.96,14.77,28.25,0,3.75,0,112.11
2020-09-26,28.58,25.67,12.28,24.99,0,3.09,0,94.61
2020-09-27,30.65,29.53,13.76,26.27,0,3.27,0,103.48
2020-09-28,30.22,28.47,13.7,26.77,0,3.44,0,102.6
2020-09-29,30.24,28.85,13.64,27.14,0,3.42,0,103.29
2020-09-30,33.97,33.15,15.33,32.07,0,4.58,0,119.1
2020-10-01,36.73,30.97,16.21,34.58,0,3.73,0,122.22
2020-10-02,37.55,30.17,15.55,34.68,0,3.25,0,121.2
2020-10-03,31.04,26.27,12.13,29.15,0,2.54,0,101.13
2020-10-04,28.39,25.13,11.11,26.86,0,2.4,0,93.89
2020-10-05,32.36,27.92,13.01,30.6,0,2.89,0,106.78
2020-10-06,30.34,26.33,12.56,28.71,0,2.87,0,100.81
2020-10-07,29.19,25.43,12.57,27.45,0,3.06,0,97.7
2020-10-08,26.27,23.95,11.89,25.4,0,2.94,0,90.45
2020-10-09,30.05,28.46,14.07,27.36,0,3.46,0,103.4
2020-10-10,32.25,29.65,15.09,28.89,0,4.02,0,109.9
2020-10-11,27.02,23.05,12.66,25.59,0,3.37,0,91.69
2020-10-12,30.32,28.87,14.28,27.29,0,3.51,0,104.27
2020-10-13,30.2,28.22,14.08,26.8,0,3.4,0,102.7
2020-10-14,30.51,28.03,14.09,26.64,0,3.46,0,102.73
2020-10-15,29.41,27.26,13.59,25.95,0,3.33,0,99.54
2020-10-16,32.47,30.33,14.95,28.42,0,3.9,0,110.07
2020-10-17,33.91,27.26,15.21,29.62,0,3.82,0,109.82
2020-10-18,30.85,26.34,14.27,28.49,0,3.92,0,103.87
2020-10-19,30.94,29.25,14.51,27.68,0,3.58,0,105.96
2020-10-20,30.97,28.66,14.4,27.38,0,3.48,0,104.89
2020-10-21,30.56,28.03,14.09,26.59,0,3.43,0,102.7
2020-10-22,31.36,28.75,14.48,27.32,0,3.52,0,105.43
2020-10-23,35.56,32.7,16.28,31.64,0,4.59,0,120.77
2020-10-24,33.86,27.28,15.4,30.29,0,4.03,0,110.86
2020-10-25,31.11,26.39,14.55,29.2,0,3.86,0,105.11
2020-10-26,30.72,29.23,14.52,27.36,0,3.53,0,105.36
2020-10-27,30.94,28.56,14.5,27.06,0,3.43,0,104.49
2020-10-28,31.31,28.65,14.63,27.39,0,3.59,0,105.57
2020-10-29,31.38,28.46,14.62,27.44,0,3.68,0,105.58
2020-10-30,34.78,32.61,16.28,31.58,0,4.46,0,119.71
2020-10-31,34.98,28.55,16.55,32.05,0,4.66,0,116.79
2020-11-01,29.13,25.52,13.99,28.5,0,3.68,0,100.82
2020-11-02,30.37,29,14.59,27.41,0,3.59,0,104.96
2020-11-03,30.97,28.67,14.76,27.29,0,3.51,0,105.2
2020-11-04,31.6,28.97,14.92,27.6,0,3.64,0,106.73
2020-11-05,31.91,28.96,15.08,27.86,0,3.61,0,107.42
2020-11-06,35.35,32.89,16.42,31.38,0,4.42,0,120.46
2020-11-07,33.45,27.32,15.1,29.54,0,3.78,0,109.19
2020-11-08,30.71,26.15,14.02,28.82,0,3.57,0,103.27
2020-11-09,31.57,29.46,15.02,28.09,0,3.68,0,107.82
2020-11-10,31.56,28.9,14.99,27.78,0,3.56,0,106.79
2020-11-11,32.48,29.23,15.41,28.4,0,3.74,0,109.26
2020-11-12,31.62,28.36,14.91,27.58,0,3.57,0,106.04
2020-11-13,35.32,32.32,16.63,31.35,0,4.4,0,120.02
2020-11-14,34.11,26.44,15.16,29.61,0,3.77,0,109.09
2020-11-15,30.81,25.47,14.28,28.78,0,3.56,0,102.9
2020-11-16,31.14,28.94,14.87,27.66,0,3.59,0,106.2
2020-11-17,31.4,28.33,14.82,27.44,0,3.55,0,105.54
